BROKERTITLE;TYPE;PRICE;BEDS;BATH;PROPERTYSQFT;ADDRESS;STATE;MAIN_ADDRESS;ADMINISTRATIVE_AREA_LEVEL_2;LOCALITY;SUBLOCALITY;STREET_NAME;LONG_NAME;FORMATTED_ADDRESS;LATITUDE;LONGITUDE
Brokered by CORE Group Marketing, LLC;Co-op for sale;437500;1;1.0;2184.207862;35-15 84th St Unit 1I;Queens, NY 11372;35-15 84th St Unit 1IQueens, NY 11372;New York;Queens County;Queens;Jackson Heights;35-15;35-15 84th St #1a, Jackson Heights, NY 11372, USA;40.7513972;-73.8824773
Brokered by City Connections Realty;Condo for sale;1385000;1;2.0;875.0;301 W 57th St Apt 34E;New York, NY 10019;301 W 57th St Apt 34ENew York, NY 10019;New York;New York County;New York;Manhattan;301;301 W 57th St #34e, New York, NY 10019, USA;40.767078;-73.9831196
Brokered by Ditommaso Real Estate;Pending;769000;3;2.0;1170.0;10 Neal Dow Ave;Staten Island, NY 10314;10 Neal Dow AveStaten Island, NY 10314;United States;New York;Richmond County;Staten Island;Neal Dow Avenue;10 Neal Dow Ave, Staten Island, NY 10314, USA;40.6222601;-74.1349837
Brokered by Keller Williams NYC;Co-op for sale;399000;1;1.0;2184.207862;108 E 86th St Apt 1SW;New York, NY 10028;108 E 86th St Apt 1SWNew York, NY 10028;New York;New York County;New York;Manhattan;108;108 East 86th St #1fw, New York, NY 10028, USA;40.7797181;-73.9566929
Brokered by City Connections Realty;Condo for sale;1385000;1;2.0;875.0;301 W 57th St Apt 34E;New York, NY 10019;301 W 57th St Apt 34ENew York, NY 10019;New York;New York County;New York;Manhattan;301;301 W 57th St #34e, New York, NY 10019, USA;40.767078;-73.9831196
Brokered by Ditommaso Real Estate;Pending;769000;3;2.0;1170.0;10 Neal Dow Ave;Staten Island, NY 10314;10 Neal Dow AveStaten Island, NY 10314;United States;New York;Richmond County;Staten Island;Neal Dow Avenue;10 Neal Dow Ave, Staten Island, NY 10314, USA;40.6222601;-74.1349837
Brokered by Mitra Hakimi Realty Group LLC;Co-op for sale;318000;1;1.0;2184.207862;110-35 72nd Rd Unit 607;Forest Hills, NY 11375;110-35 72nd Rd Unit 607Forest Hills, NY 11375;New York;Queens County;Queens;Forest Hills;11035;11035 72nd Rd Apt 607, Forest Hills, NY 11375, USA;40.7203199;-73.84052
Brokered by Halvatzis Realty Inc;Multi-family home for sale;1580000;6;4.0;2184.207862;73-09 21st Ave;Jackson Heights, NY 11370;73-09 21st AveJackson Heights, NY 11370;United States;New York;Queens County;Queens;21st Avenue;73-09 21st Ave, Flushing, NY 11370, USA;40.77038;-73.8961042
Brokered by COMPASS;Co-op for sale;1300000;2;2.0;2184.207862;425 W 24th St Unit 3GF;Manhattan, NY 10011;425 W 24th St Unit 3GFManhattan, NY 10011;New York;New York County;New York;Manhattan;425;425 W 24th St #3f, New York, NY 10011, USA;40.747844;-74.00189
Brokered by Brown Harris Stevens;Condo for sale;625000;3;1.0;458.0;173 McGuinness Blvd Unit 3C;Brooklyn, NY 11222;173 McGuinness Blvd Unit 3CBrooklyn, NY 11222;New York;Kings County;Brooklyn;Greenpoint;173;173 McGuinness Blvd #3c, Brooklyn, NY 11222, USA;40.7282026;-73.9504745
Brokered by Corcoran Chelsea/Flatiron;Co-op for sale;290000;3;1.0;2184.207862;301 E 63rd St Apt 8D;New York, NY 10065;301 E 63rd St Apt 8DNew York, NY 10065;New York;New York County;New York;Manhattan;301;301 E 63rd St #8d, New York, NY 10065, USA;40.7631466;-73.9622114
Brokered by Nyc Realty Brokers Llc;Co-op for sale;419000;2;1.0;1000.0;458 Neptune Ave Apt 6H;Brooklyn, NY 11224;458 Neptune Ave Apt 6HBrooklyn, NY 11224;New York;Kings County;Brooklyn;Coney Island;458;458 Neptune Ave #6h, Brooklyn, NY 11224, USA;40.5794182;-73.9709078
Brokered by BEN BAY REALTY, CO.;Co-op for sale;448000;1;1.0;750.0;221 McDonald Ave Apt 2J;Brooklyn, NY 11218;221 McDonald Ave Apt 2JBrooklyn, NY 11218;New York;Kings County;Brooklyn;Windsor Terrace;221;221 McDonald Ave #2j, Brooklyn, NY 11218, USA;40.6492641;-73.98034
Brokered by Keller Williams Points North;Pending;540000;2;2.0;823.0;118-82 Metropolitan Ave Unit 7C;Kew Gardens, NY 11415;118-82 Metropolitan Ave Unit 7CKew Gardens, NY 11415;New York;Queens County;Queens;Jamaica;118-82;118-82 Metropolitan Ave #7c, Jamaica, NY 11415, USA;40.7059564;-73.8319922
Brokered by New Concept Sheiks Realty Inc.;House for sale;549990;3;2.0;1782.0;3080 Coddington Ave;Bronx, NY 10461;3080 Coddington AveBronx, NY 10461;United States;New York;Bronx County;The Bronx;Coddington Avenue;3080 Coddington Ave, Bronx, NY 10461, USA;40.8411589;-73.8265147
Brokered by Ben Bay Rlty Co. Of Ave U Llc;Condo for sale;299000;1;1.0;671.0;837 Washington Ave Apt 4A;Bronx, NY 10451;837 Washington Ave Apt 4ABronx, NY 10451;New York;Bronx County;The Bronx;Melrose;837;837 Washington Ave #4a, Bronx, NY 10451, USA;40.8225186;-73.9117785
Brokered by Truhomes Realty Group;Contingent;840000;5;1.0;1182.0;331 Leonard Ave;Staten Island, NY 10302;331 Leonard AveStaten Island, NY 10302;United States;New York;Richmond County;Staten Island;Leonard Avenue;331 Leonard Ave, Staten Island, NY 10302, USA;40.6192205;-74.1425531
Brokered by The Agency;Condo for sale;15250000;4;5.0;4264.0;551 W 21st St Apt 15A;New York, NY 10011;551 W 21st St Apt 15ANew York, NY 10011;New York;New York County;New York;Manhattan;551;551 W 21st St #15a, New York, NY 10011, USA;40.7474926;-74.0072666
Brokered by Winzone Realty Inc;Co-op for sale;420000;3;2.0;1200.0;99-11 60 Ave Unit 1H;Corona, NY 11368;99-11 60 Ave Unit 1HCorona, NY 11368;New York;Queens County;Queens;Corona;99-11;99-11 60th Ave #1h, Corona, NY 11368, USA;40.7367277;-73.8586765
Brokered by RE MAX Edge;Multi-family home for sale;1550000;7;3.0;2024.0;6741 Colonial Rd;Brooklyn, NY 11220;6741 Colonial RdBrooklyn, NY 11220;United States;New York;Kings County;Brooklyn;Colonial Road;6741 Colonial Rd, Brooklyn, NY 11220, USA;40.6384136;-74.0305401
Brokered by UNITED NATIONAL REALTY;House for sale;668888;3;2.0;2184.207862;87 Hewitt Ave;Staten Island, NY 10301;87 Hewitt AveStaten Island, NY 10301;United States;New York;Richmond County;Staten Island;Hewitt Avenue;87 Hewitt Ave, Staten Island, NY 10301, USA;40.6078478;-74.0994376
Brokered by Keller Williams Realty Liberty;Condo for sale;225000;3;1.0;2184.207862;971 Jerome St Apt 3A;Brooklyn, NY 11207;971 Jerome St Apt 3ABrooklyn, NY 11207;New York;Kings County;Brooklyn;East New York;971;971 Jerome St #3a, Brooklyn, NY 11207, USA;40.6570179;-73.8781548
Brokered by Prime Ny Inc.;Condo for sale;975000;2;1.0;1164.0;20 West St Unit 18;Manhattan, NY 10004;20 West St Unit 18Manhattan, NY 10004;New York;New York County;New York;Manhattan;20;20 West St APT 18A, New York, NY 10004, USA;40.7061841;-74.0156098
Brokered by Brown Harris Stevens;Townhouse for sale;1900000;4;4.0;2184.207862;362 Hawthorne St Unit Townhouse;Brooklyn, NY 11225;362 Hawthorne St Unit TownhouseBrooklyn, NY 11225;United States;New York;Kings County;Brooklyn;Hawthorne Street;362 Hawthorne St, Brooklyn, NY 11225, USA;40.6577472;-73.9484157
Brokered by East Coast REALTORS Inc;Co-op for sale;450500;2;1.0;1200.0;162-41 Powells Cove Blvd Unit 2O;Beechhurst, NY 11357;162-41 Powells Cove Blvd Unit 2OBeechhurst, NY 11357;New York;Queens County;Queens;Whitestone;16241;16241 Powells Cove Blvd Apt 2m, Whitestone, NY 11357, USA;40.7941499;-73.79959
Brokered by BRPI - Brooklyn Real Property;Co-op for sale;399000;3;2.0;2184.207862;2475 W 16th St Apt 12H;Brooklyn, NY 11214;2475 W 16th St Apt 12HBrooklyn, NY 11214;United States;New York;Kings County;Brooklyn;2475;2475 W 16th St #12h, Brooklyn, NY 11214, USA;40.5866482;-73.9845156
Brokered by Brown Harris Stevens;Pending;249000;2;1.0;900.0;2601 Henry Hudson West Parkway Pkwy W Unit 6C;Bronx, NY 10463;2601 Henry Hudson West Parkway Pkwy W Unit 6CBronx, NY 10463;United States;New York;Bronx County;The Bronx;Henry Hudson Parkway West;2601 Henry Hudson Pkwy W, Bronx, NY 10463, USA;40.8808392;-73.9191025
Brokered by Goldstone N Y Realty Llc;Co-op for sale;175000;3;1.0;2184.207862;99-40 63 Rd Unit 5A;Rego Park, NY 11374;99-40 63 Rd Unit 5ARego Park, NY 11374;New York;Queens County;Queens;Rego Park;99-40;99-40 63rd Rd #5a, Rego Park, NY 11374, USA;40.7324206;-73.8555724
Brokered by Bond New York- Columbus Circle;Co-op for sale;720000;1;1.0;2184.207862;220 Congress St Apt 4D;Brooklyn, NY 11201;220 Congress St Apt 4DBrooklyn, NY 11201;New York;Kings County;Brooklyn;Cobble Hill;220;220 Congress St #4d, Brooklyn, NY 11201, USA;40.687871;-73.994454
Brokered by COMPASS;Townhouse for sale;6995000;6;5.0;3552.0;74 Macdougal St;Manhattan, NY 10012;74 Macdougal StManhattan, NY 10012;United States;New York;New York County;New York;MacDougal Street;74 MacDougal St, New York, NY 10012, USA;40.7283165;-74.0017116
Brokered by Corcoran East Side;Co-op for sale;2150000;2;2.0;2184.207862;1035 Fifth Ave # 4D;New York, NY 10028;1035 Fifth Ave # 4DNew York, NY 10028;New York;New York County;New York;Manhattan;1035;1035 5th Ave #4b, New York, NY 10028, USA;40.7805609;-73.9608663
Brokered by RE MAX Elite;House for sale;1388800;6;4.0;2146.0;37 Douglas Rd;Staten Island, NY 10304;37 Douglas RdStaten Island, NY 10304;United States;New York;Richmond County;Staten Island;Douglas Road;37 Douglas Rd, Staten Island, NY 10304, USA;40.6066676;-74.093461
Brokered by Get Listed Realty Llc;Multi-family home for sale;1400000;6;2.0;1600.0;2419 Arthur Ave;Bronx, NY 10458;2419 Arthur AveBronx, NY 10458;United States;New York;Bronx County;The Bronx;Arthur Avenue;2419 Arthur Ave, Bronx, NY 10458, USA;40.8561226;-73.8873536
Brokered by Corcoran Park Slope;Condo for sale;2250000;3;2.0;2184.207862;353 3rd St Apt 5B;Brooklyn, NY 11215;353 3rd St Apt 5BBrooklyn, NY 11215;New York;Kings County;Brooklyn;Park Slope;353;353 3rd St. #5b, Brooklyn, NY 11215, USA;40.6731905;-73.9835999
Brokered by ProBase Real Estate;Multi-family home for sale;1170000;5;4.0;3120.0;2623 Mill Ave;Brooklyn, NY 11234;2623 Mill AveBrooklyn, NY 11234;United States;New York;Kings County;Brooklyn;Mill Avenue;2623 Mill Ave, Brooklyn, NY 11234, USA;40.6090159;-73.9118129
Brokered by EXP Realty;Condo for sale;350000;3;2.0;2184.207862;527 E 156th St Unit 67C;Bronx, NY 10455;527 E 156th St Unit 67CBronx, NY 10455;New York;Bronx County;The Bronx;Woodstock;527D;527D E 156th St #67D, Bronx, NY 10455, USA;40.8203804;-73.9109368
Brokered by Better Homes and Gardens Real Estate Safari Realty;Contingent;748800;3;2.0;1242.0;437 Buel Ave;Staten Island, NY 10305;437 Buel AveStaten Island, NY 10305;United States;New York;Richmond County;Staten Island;Buel Avenue;437 Buel Ave, Staten Island, NY 10305, USA;40.5831679;-74.0887805
Brokered by EXP Realty;Condo for sale;469000;2;1.0;780.0;104-33 39th Ave Unit 3D-A;Corona, NY 11368;104-33 39th Ave Unit 3D-ACorona, NY 11368;New York;Queens County;Queens;Flushing;104-33;104-33 39th Ave #3d, Flushing, NY 11368, USA;40.751236;-73.8610379
Brokered by Daniel Gale Sotheby's International Realty;Condo for sale;1355000;3;2.0;2184.207862;316 22nd St Unit 1B;Brooklyn, NY 11215;316 22nd St Unit 1BBrooklyn, NY 11215;New York;Kings County;Brooklyn;Sunset Park;316;316 22nd St #1b, Brooklyn, NY 11215, USA;40.6588717;-73.9912442
Brokered by Migrate Realty Llc;Multi-family home for sale;1099000;6;5.0;2184.207862;245 Vermont St;Brooklyn, NY 11207;245 Vermont StBrooklyn, NY 11207;United States;New York;Kings County;Brooklyn;Vermont Street;245 Vermont St, Brooklyn, NY 11207, USA;40.6738741;-73.8941707
Brokered by Coldwell Banker American Homes;Pending;250000;1;1.0;2184.207862;18 Brighton 8th;Brighton Beach, NY 11235;18 Brighton 8thBrighton Beach, NY 11235;United States;New York;Kings County;Brooklyn;Brighton 8th Street;18 Brighton 8th St, Brooklyn, NY 11235, USA;40.5838809;-73.9614297
Brokered by Challenger Brokers;Pending;860000;3;4.0;2325.0;270 Ramapo Ave;Staten Island, NY 10309;270 Ramapo AveStaten Island, NY 10309;United States;New York;Richmond County;Staten Island;Ramapo Avenue;270 Ramapo Ave, Staten Island, NY 10309, USA;40.5394441;-74.2109853
Brokered by Douglas Elliman - 575 Madison Ave;Co-op for sale;2250000;2;2.0;2184.207862;825 Fifth Ave Unit 16D;New York, NY 10065;825 Fifth Ave Unit 16DNew York, NY 10065;New York;New York County;New York;Manhattan;825;825 5th Ave #16d, New York, NY 10065, USA;40.7670351;-73.970568
Brokered by Astor Brokerage Ltd;Co-op for sale;288800;2;1.0;2184.207862;77-32 Vleigh Pl Unit 82E;Flushing, NY 11367;77-32 Vleigh Pl Unit 82EFlushing, NY 11367;United States;New York;Queens County;Queens;Vleigh Place;77-32 Vleigh Pl, Flushing, NY 11367, USA;40.7198854;-73.8209128
Brokered by DiTommaso Real Estate;Condo for sale;285000;1;1.0;613.0;20 Cliff St Apt 5H;Staten Island, NY 10305;20 Cliff St Apt 5HStaten Island, NY 10305;New York;Richmond County;Staten Island;Shore Acres;20;20 Cliff St #5b, Staten Island, NY 10305, USA;40.6109595;-74.060351
Brokered by H P Greenfield Real Estate Ltd;Co-op for sale;399000;3;1.0;2184.207862;512 W 156th St Apt 33;New York, NY 10032;512 W 156th St Apt 33New York, NY 10032;New York;New York County;New York;Manhattan;512;512 W 156th St #33, New York, NY 10032, USA;40.8323885;-73.9433069
Brokered by Johnson Michael;Condo for sale;489000;2;2.0;1100.0;1075 E 72nd St Unit 43;Brooklyn, NY 11234;1075 E 72nd St Unit 43Brooklyn, NY 11234;New York;Kings County;Brooklyn;Bergen Beach;1075;1075 E 72nd St #43, Brooklyn, NY 11234, USA;40.6280579;-73.9171101
Brokered by Daniel Gale Sotheby's International Realty;Multi-family home for sale;1098000;3;3.0;1155.0;200-03 34th Ave;Bayside, NY 11361;200-03 34th AveBayside, NY 11361;United States;New York;Queens County;Queens;34th Avenue;200-03 34th Ave, Flushing, NY 11361, USA;40.7668927;-73.787636
Brokered by BROWN HARRIS STEVENS BROOKLYN LLC;Townhouse for sale;1200000;3;2.3738608579684373;2184.207862;435 81st St;Brooklyn, NY 11209;435 81st StBrooklyn, NY 11209;United States;New York;Kings County;Brooklyn;81st Street;435 81st St, Brooklyn, NY 11209, USA;40.6260506;-74.0258346
Brokered by Keller Williams Realty Greater Nassau;House for sale;1750000;4;1.0;2184.207862;39-15 212th St;Bayside, NY 11361;39-15 212th StBayside, NY 11361;United States;New York;Queens County;Queens;212th Street;39-15 212th St, Flushing, NY 11361, USA;40.7642941;-73.7730781
Brokered by Voro Llc;Multi-family home for sale;999999;8;2.0;3023.0;895 E 37th St;Brooklyn, NY 11210;895 E 37th StBrooklyn, NY 11210;United States;New York;Kings County;Brooklyn;East 37th Street;895 E 37th St, Brooklyn, NY 11210, USA;40.6350854;-73.9408271
Brokered by Corcoran East Side;Co-op for sale;1890000;2;2.0;2184.207862;45 E 72nd St Apt 11B;New York, NY 10021;45 E 72nd St Apt 11BNew York, NY 10021;New York;New York County;New York;Manhattan;45;45 E 72nd St #11b, New York, NY 10021, USA;40.7716485;-73.9646206
Brokered by Century Homes Realty Group LLC;Co-op for sale;180000;3;1.0;500.0;90-11 35th Ave Unit 1L;Jackson Heights, NY 11372;90-11 35th Ave Unit 1LJackson Heights, NY 11372;New York;Queens County;Queens;Jackson Heights;9011;9011 35th Ave Apt 1f, Jackson Heights, NY 11372, USA;40.7525699;-73.87724
Brokered by Brooklynnybpo.Com Llc;Pending;1600000;6;2.0;2128.0;155 Sterling St;Brooklyn, NY 11225;155 Sterling StBrooklyn, NY 11225;United States;New York;Kings County;Brooklyn;Sterling Street;155 Sterling St, Brooklyn, NY 11225, USA;40.6630373;-73.9558549
Brokered by Serhant;Condo for sale;9995000;4;4.0;2918.0;1049 Fifth Ave Unit 17B;New York, NY 10028;1049 Fifth Ave Unit 17BNew York, NY 10028;New York;New York County;New York;Manhattan;1049;1049 5th Ave #17b, New York, NY 10028, USA;40.7810722;-73.9599463
Brokered by Douglas Elliman - 575 Madison Ave;Co-op for sale;5400000;4;2.0;3800.0;14 Wooster St Apt 4;New York, NY 10013;14 Wooster St Apt 4New York, NY 10013;New York;New York County;New York;Manhattan;14;14 Wooster St #4, New York, NY 10013, USA;40.7213533;-74.0032588
Brokered by COMPASS;Co-op for sale;3395000;2;2.0;1525.0;2 Charlton St Unit 1AB;Manhattan, NY 10014;2 Charlton St Unit 1ABManhattan, NY 10014;New York;New York County;New York;Manhattan;2;2 Charlton St #1a, New York, NY 10014, USA;40.7268776;-74.0038573
Brokered by New Group Realty Inc;Condo for sale;1050000;4;2.0;2800.0;1025 45th St Apt 1D;Brooklyn, NY 11219;1025 45th St Apt 1DBrooklyn, NY 11219;New York;Kings County;Brooklyn;Borough Park;1025;1025 45th St #1d, Brooklyn, NY 11219, USA;40.6408974;-73.9954451
Brokered by KORR REALTY;House for sale;799000;3;2.0;1000.0;2455 E 13th St;Brooklyn, NY 11235;2455 E 13th StBrooklyn, NY 11235;United States;New York;Kings County;Brooklyn;East 13th Street;2455 E 13th St, Brooklyn, NY 11235, USA;40.5907198;-73.956552
Brokered by E House Realty & Mgt. Inc.;Condo for sale;698000;1;1.0;721.0;18 Eldridge St Apt 2B;New York, NY 10002;18 Eldridge St Apt 2BNew York, NY 10002;New York;New York County;New York;Manhattan;18;18 Eldridge St #2b, New York, NY 10002, USA;40.7148425;-73.9934391
Brokered by Keller Williams Realty Elite;Multi-family home for sale;1699000;6;2.0;2184.207862;265 78th St;Brooklyn, NY 11209;265 78th StBrooklyn, NY 11209;United States;New York;Kings County;Brooklyn;78th Street;265 78th St, Brooklyn, NY 11209, USA;40.629645;-74.0292549
Brokered by Winzone Realty Inc;Condo for sale;558000;2;1.0;747.0;22-40 80th St Unit 133F;East Elmhurst, NY 11370;22-40 80th St Unit 133FEast Elmhurst, NY 11370;New York;Queens County;Queens;Flushing;2240;2240 80th St #133A, Flushing, NY 11370, USA;40.7677997;-73.8900207
Brokered by Peter Ashe Real Estate- Peter Ashe Real Estate;Condo for sale;1900000;2;2.0;1035.0;220 E 65th St Apt 20B;New York, NY 10065;220 E 65th St Apt 20BNew York, NY 10065;New York;New York County;New York;Manhattan;220;220 E 65th St #20b, New York, NY 10065, USA;40.7642638;-73.9626394
Brokered by Corcoran East Side;Condo for sale;2150000;3;3.0;1315.0;389 E 89th St Apt 17G;New York, NY 10128;389 E 89th St Apt 17GNew York, NY 10128;New York;New York County;New York;Manhattan;389;389 E 89th St #17g, New York, NY 10128, USA;40.7791164;-73.9482901
Brokered by Du Rite Realty Company Llc;House for sale;769000;2;2.0;992.0;20-08 150th St;Whitestone, NY 11357;20-08 150th StWhitestone, NY 11357;United States;New York;Queens County;Queens;150th Street;20-08 150th St, Flushing, NY 11357, USA;40.7810618;-73.8144859
Brokered by Exp Realty;Multi-family home for sale;1249999;6;3.0;3491.0;5112 Post Rd;Bronx, NY 10471;5112 Post RdBronx, NY 10471;United States;New York;Bronx County;The Bronx;Post Road;5112 Post Rd, Bronx, NY 10471, USA;40.8961697;-73.8978853
Brokered by BROWN HARRIS STEVENS BROOKLYN LLC;Co-op for sale;419000;3;2.3738608579684373;2184.207862;1401 Ocean Ave Apt 8J;Brooklyn, NY 11230;1401 Ocean Ave Apt 8JBrooklyn, NY 11230;New York;Kings County;Brooklyn;Midwood;1401;1401 Ocean Ave #8j, Brooklyn, NY 11230, USA;40.6278433;-73.9564523
Brokered by CONTINENT REALTY LLC;Co-op for sale;329000;1;1.0;850.0;464 Neptune Ave Apt 22H;Brooklyn, NY 11224;464 Neptune Ave Apt 22HBrooklyn, NY 11224;New York;Kings County;Brooklyn;Coney Island;464;464 Neptune Ave #22a, Brooklyn, NY 11224, USA;40.5792324;-73.9713245
Brokered by Highline Residential - Highline Residential;Co-op for sale;275000;1;1.0;650.0;2053 Adam C Powell Blvd Unit 1A;New York, NY 10027;2053 Adam C Powell Blvd Unit 1ANew York, NY 10027;New York;New York County;New York;Manhattan;2053;2053 Adam Clayton Powell Jr Blvd #1a, New York, NY 10027, USA;40.807254;-73.949107
Brokered by Winzone Realty Inc;Co-op for sale;438000;1;1.0;900.0;142-05 Roosevelt Ave Unit 703;Flushing, NY 11354;142-05 Roosevelt Ave Unit 703Flushing, NY 11354;New York;Queens County;Queens;Flushing;14205;14205 Roosevelt Ave Apt 703, Flushing, NY 11354, USA;40.7607942;-73.8258766
Brokered by ARGO - Argo Residential;Condo for sale;568000;1;1.0;680.0;62 54 97th Pl Unit 16G;Queens, NY 11374;62 54 97th Pl Unit 16GQueens, NY 11374;United States;New York;Queens County;Queens;97th Place;54 97th Pl, Rego Park, NY 11374, USA;40.733048;-73.8612179
Brokered by ANNF - Ann Ferguson LLC;Co-op for sale;2150000;3;2.0;2300.0;52 Riverside Dr Apt 2A;New York, NY 10024;52 Riverside Dr Apt 2ANew York, NY 10024;New York;New York County;New York;Manhattan;52;52 Riverside Dr #2a, New York, NY 10024, USA;40.7840425;-73.9833243
Brokered by Henry Watts Real Estate Corporation;House for sale;750000;2;2.0;2184.207862;454 Nostrand Ave Apt 1;Brooklyn, NY 11216;454 Nostrand Ave Apt 1Brooklyn, NY 11216;New York;Kings County;Brooklyn;Bedford-Stuyvesant;454;454 Nostrand Ave. #1, Brooklyn, NY 11216, USA;40.6834662;-73.9504976
Brokered by Coldwell Banker American Homes;Pending;999999;5;3.0;2184.207862;91-31 113th St;Richmond Hill, NY 11418;91-31 113th StRichmond Hill, NY 11418;United States;New York;Queens County;Queens;113th Street;91-31 113th St, Richmond Hill, NY 11418, USA;40.6941485;-73.8335209
Brokered by Corcoran Park Slope;Pending;1995000;2;2.0;2184.207862;246 Sherman St;Brooklyn, NY 11218;246 Sherman StBrooklyn, NY 11218;United States;New York;Kings County;Brooklyn;Sherman Street;246 Sherman St, Brooklyn, NY 11218, USA;40.652842;-73.974441
Brokered by Rc House Sales Realty Corp.;Multi-family home for sale;875000;3;2.3738608579684373;1688.0;3949 Rombouts Ave;Bronx, NY 10466;3949 Rombouts AveBronx, NY 10466;United States;New York;Bronx County;The Bronx;Rombouts Avenue;3949 Rombouts Ave, Bronx, NY 10466, USA;40.8905817;-73.8304424
Brokered by La Rosa Realty New York Llc;House for sale;989000;4;3.0;1305.0;81-36 267th St;Glen Oaks, NY 11004;81-36 267th StGlen Oaks, NY 11004;United States;New York;Queens County;Queens;267th Street;81-36 267th St, Glen Oaks, NY 11004, USA;40.743303;-73.7039503
Brokered by Naomi Klein, Realtor;Co-op for sale;499000;3;2.0;1266.0;61-20 Grand Central Pkwy Unit A1105;Forest Hills, NY 11375;61-20 Grand Central Pkwy Unit A1105Forest Hills, NY 11375;New York;Queens County;Queens;Forest Hills;61-20;61-20 Grand Central Pkwy #1105, Forest Hills, NY 11375, USA;40.7379227;-73.8470718
Brokered by Nest Seekers International, Midtown;Condo for sale;660400;1;2.3738608579684373;2184.207862;3 Court Sq W;Queens, NY 11101;3 Court Sq WQueens, NY 11101;United States;New York;Queens County;Queens;Court Square West;3 Ct Square W, Long Island City, NY 11101, USA;40.7478785;-73.9444755
Brokered by Nest Seekers International, Midtown;Condo for sale;1199999;2;2.0;1197.0;143 Meserole St Unit Garden;Brooklyn, NY 11206;143 Meserole St Unit GardenBrooklyn, NY 11206;United States;New York;Kings County;Brooklyn;Meserole Street;143 Meserole St, Brooklyn, NY 11206, USA;40.7081991;-73.9438121
Brokered by REALHome Services & Solutions;House for sale;580880;4;2.0;1504.0;976 Schenectady Ave;Brooklyn, NY 11203;976 Schenectady AveBrooklyn, NY 11203;United States;New York;Kings County;Brooklyn;Schenectady Avenue;976 Schenectady Ave, Brooklyn, NY 11203, USA;40.6492194;-73.933307
Brokered by Douglas Elliman - 1995 Broadway;Co-op for sale;1399000;1;1.0;2184.207862;100 Riverside Dr Unit 19D;New York, NY 10024;100 Riverside Dr Unit 19DNew York, NY 10024;New York;New York County;New York;Manhattan;100;100 Riverside Dr #19a, New York, NY 10024, USA;40.7869306;-73.980845
Brokered by E Realty International Corp;Condo for sale;630000;2;2.0;2184.207862;5-42 115th St Unit A;College Point, NY 11356;5-42 115th St Unit ACollege Point, NY 11356;United States;New York;Queens County;Queens;115th Street;5-42 115th St, College Point, NY 11356, USA;40.7903558;-73.8528872
Brokered by Robert DeFalco Realty, Inc.;Contingent;479999;3;2.0;1510.0;66 Bianca Ct;Staten Island, NY 10312;66 Bianca CtStaten Island, NY 10312;United States;New York;Richmond County;Staten Island;Bianca Court;66 Bianca Ct, Staten Island, NY 10312, USA;40.5646752;-74.1838356
Brokered by Winzone Realty Inc;Co-op for sale;460000;1;1.0;950.0;7423 Ridge Blvd Apt 1D;Brooklyn, NY 11209;7423 Ridge Blvd Apt 1DBrooklyn, NY 11209;New York;Kings County;Brooklyn;Bay Ridge;7423;7423 Ridge Blvd #1d, Brooklyn, NY 11209, USA;40.6323374;-74.0301041
Brokered by COMPASS;Condo for sale;1649000;3;2.0;2184.207862;401 E 89th St Apt 10K;Manhattan, NY 10128;401 E 89th St Apt 10KManhattan, NY 10128;New York;New York County;New York;Manhattan;401;401 E 89th St APT 10L, New York, NY 10128, USA;40.7787875;-73.9473234
Brokered by Brown Harris Stevens - 445 Park Avenue;Co-op for sale;5999000;4;3.0;3900.0;322 E 57th St Units 12 & 13A;Manhattan, NY 10022;322 E 57th St Units 12 & 13AManhattan, NY 10022;United States;New York;New York County;New York;East 57th Street;322 E 57th St, New York, NY 10022, USA;40.7588099;-73.9645276
Brokered by COMPASS;Condo for sale;845000;1;1.0;692.0;510 E 80th St Apt 12D;Manhattan, NY 10075;510 E 80th St Apt 12DManhattan, NY 10075;New York;New York County;New York;Manhattan;510;510 E 80th St Apartment 12e, New York, NY 10075, USA;40.771604;-73.949419
Brokered by Brown Harris Stevens;Co-op for sale;160000;1;1.0;2184.207862;5601 Riverdale Ave Apt 3S;Bronx, NY 10471;5601 Riverdale Ave Apt 3SBronx, NY 10471;New York;Bronx County;The Bronx;North Riverdale;5601;5601 Riverdale Ave #3s, Bronx, NY 10471, USA;40.9048823;-73.9051113
Brokered by EXIT REALTY PROFESSIONALS;House for sale;729000;3;2.0;1854.0;3126 Mermaid Ave;Brooklyn, NY 11224;3126 Mermaid AveBrooklyn, NY 11224;United States;New York;Kings County;Brooklyn;Mermaid Avenue;3126 Mermaid Ave, Brooklyn, NY 11224, USA;40.5749619;-73.9982799
Brokered by Douglas Elliman - 936 Broadway;Condo for sale;995000;1;1.0;2184.207862;382 Central Park W Apt 18L;New York, NY 10025;382 Central Park W Apt 18LNew York, NY 10025;New York;New York County;New York;Manhattan;382;382 Central Park W #18j, New York, NY 10025, USA;40.7935585;-73.9656011
Brokered by Brown Harris Stevens;Co-op for sale;565000;4;1.0;1024.0;54 E 129th St Apt 6B;Manhattan, NY 10035;54 E 129th St Apt 6BManhattan, NY 10035;New York;New York County;New York;Manhattan;54;54 E 129th St #6b, New York, NY 10035, USA;40.807789;-73.938228
